"Date","Open","High","Low","Close","Volume"
"2017-05-12",53.193,55.433,53.193,55.373,64279
"2017-05-11",53.094,53.402,52.348,53.363,45971
"2017-05-10",53.472,54.119,53.054,53.253,37409
"2017-05-09",53.203,53.542,52.109,53.442,48097
"2017-05-08",53.144,54,52.258,53.253,52178
"2017-05-05",55.224,55.632,53.124,53.134,68527
"2017-05-04",55.532,56.099,55.045,55.144,31478
"2017-05-03",54.935,56.01,54.935,55.652,31215
"2017-05-02",54.497,56.03,54.497,55.303,40990
"2017-04-28",56.916,57.513,54.736,54.915,74940
"2017-04-27",55.851,57.264,55.433,56.916,48440
"2017-04-26",57.642,59.214,56.517,56.587,94800
"2017-04-25",55.383,57.722,55.035,57.682,76424
"2017-04-24",56.129,56.398,54.159,55.502,76454
"2017-04-21",57.523,58.04,56.109,56.448,73173
"2017-04-20",55.98,58.319,55.98,57.692,97232
"2017-04-19",55.711,56.229,54.637,55.811,79753
"2017-04-18",52.835,56.388,52.835,55.632,109564
"2017-04-17",52.467,53.631,52.049,52.576,39507
"2017-04-14",52.726,53.721,52.586,53.054,36221
"2017-04-13",52.298,53.412,51.91,53.014,54248
"2017-04-12",53.95,54.039,53.343,53.532,37476
"2017-04-11",53.84,55.064,53.84,53.92,71361
"2017-04-10",52.636,54.646,52.407,54.487,80575
"2017-04-07",52.338,52.905,52.178,52.626,43064
"2017-04-06",52.149,53.004,51.641,52.547,59850
"2017-04-05",51.75,53.223,51.74,51.82,125812
"2017-03-31",48.844,50.258,48.835,50.049,41321
"2017-03-30",49.76,49.909,48.516,48.884,39997
"2017-03-29",49.75,50.148,49.362,49.76,30777
"2017-03-28",50.029,50.059,49.063,49.541,32697
"2017-03-27",50.238,51.054,49.74,49.77,49990
"2017-03-24",50.158,50.606,49.83,50.268,42850
"2017-03-23",50.556,50.905,49.71,50.228,74561
"2017-03-22",48.805,50.815,48.446,50.506,117850
"2017-03-21",47.77,49.661,47.541,49.053,100337
"2017-03-20",47.521,47.889,46.725,47.859,52844
"2017-03-17",47.581,48.058,47.352,47.451,30704
"2017-03-16",47.869,48.058,47.282,47.62,42024
"2017-03-15",47.909,48.297,47.77,48.038,23845
"2017-03-14",48.088,48.466,47.68,47.879,27663
"2017-03-13",47.571,48.665,47.481,48.267,63472
"2017-03-10",47.202,47.949,46.973,47.62,32008
"2017-03-09",47.262,47.471,46.964,47.053,17361
"2017-03-08",47.74,48.188,47.322,47.332,31083
"2017-03-07",47.561,47.79,47.073,47.65,23785
"2017-03-06",47.123,47.78,46.794,47.421,23667
"2017-03-03",47.123,47.471,46.774,47.023,19741
"2017-03-02",47.77,47.78,47.123,47.153,19976
"2017-03-01",47.869,48.426,47.372,47.62,41287
"2017-02-28",47.581,47.889,47.272,47.8,36825
"2017-02-27",47.202,47.949,47.173,47.581,36966
"2017-02-24",47.173,47.949,47.093,47.252,30033
"2017-02-23",47.342,48.168,47.083,47.411,51189
"2017-02-22",45.919,47.431,45.919,47.382,74473
"2017-02-21",45.988,46.207,45.69,45.929,24372
"2017-02-20",44.804,46.078,44.784,45.998,40022
"2017-02-17",45.112,45.381,44.884,44.933,16762
"2017-02-16",45.043,45.341,44.784,45.112,13853
"2017-02-15",45.292,45.461,44.993,45.043,14237
"2017-02-14",45.481,45.6,45.242,45.351,13224
"2017-02-13",45.053,45.58,44.903,45.481,30335
"2017-02-10",44.744,45.013,44.724,44.943,18663
"2017-02-09",44.685,44.983,44.655,44.734,15384
"2017-02-08",44.744,44.834,44.515,44.645,13153
